Filename,T,P,HOA,Metal node,M%,UCV,D,ASA,AVAF,Adsorption
DB6-cuf_8922,338.0,0.26,4.036083,Cu,2.08,3412.63,0.49137,774.736,0.34302,0.283651
DB0-m3_o520_o159_f0_fsc.sym.6,313.0,0.4,6.379101,Zn,2.5,1718.69,0.840036,310.042,0.13726,2.123617
DB0-m18_o17_o80_f0_fsc,298.0,0.1,9.106086,Fe,3.33,1084.77,1.05652,163.895,0.06302,4.132961
DB0-m3_o13_o23_f0_pcu.sym.79,313.0,16.0,5.684419,Zn,2.27,2486.79,0.536542,566.507,0.29864,23.540768
DB1-Cu2O8N2-ADC_A-AZO_A_No293,338.0,3.2,4.292175,Cu,2.08,4776.79,0.408623,805.553,0.53022,2.284613
DB0-m3_o9_o25_f0_pcu.sym.67,313.0,16.0,6.599782,Zn,1.32,2720.35,0.717914,396.184,0.08212,10.30724
DB0-m2_o18_bbk,338.0,3.2,3.559517,Cu,2.86,19212.5,0.391883,3728.17,0.48814,4.021308
DB0-m3_o25_o82_f0_fsc.sym.10,338.0,3.2,7.879778,Zn,3.28,1254.57,0.97052,218.936,0.13712,7.004864
DB0-m3_o156_o45_f0_fsc.sym.12,298.0,0.1,6.21341,Zn,2.27,1912.16,0.796798,397.739,0.16472,1.608429
DB0-m3_o46_o158_f0_fsc.sym.3,298.0,1.0,11.438639,Zn,2.63,1030.28,1.27556,108.819,0.03114,1.908299
DB1-Cu2O8N2-DPAC_A-irmof8_A_No690,313.0,0.4,3.9073,Cu,2.02,8360.25,0.399587,1445.26,0.50578,0.453356
DB0-m29_o84_o46_f0_pts.sym.39,313.0,16.0,8.553695,Fe,2.82,1514.3,0.908192,269.561,0.11558,12.146012
DB0-m9_o2_o6_f0_sra.sym.43,313.0,16.0,6.154584,V,3.7,3259.56,0.654397,540.579,0.30708,18.676375
DB0-m29_o84_o420_f0_pts.sym.48,313.0,16.0,7.91558,Fe,2.86,1911.91,0.731463,384.005,0.21628,17.397398
DB0-m3_o430_o22_f0_fsc.sym.7,298.0,0.1,7.381946,Zn,2.56,1145.89,1.10912,100.582,0.03222,1.056611
DB0-m3_o12_o21_f0_pcu.sym.111,313.0,0.4,5.449781,Zn,3.85,1560.94,0.641633,335.045,0.25314,0.946601
DB0-m3_o14_o29_f0_pcu.sym.68,298.0,0.1,5.518722,Zn,1.72,2980.66,0.646112,677.01,0.21696,0.701558
DB0-m3_o6_o8_f0_pcu.sym.113,313.0,16.0,5.310479,Zn,1.56,4135.53,0.592975,747.462,0.30264,15.973247
DB0-m3_o12_o17_f0_pcu.sym.34,338.0,3.2,5.69995,Zn,3.03,1679.18,0.697461,391.944,0.20266,5.265149
DB0-m3_o160_o112_f0_fsc.sym.11,298.0,1.0,6.381212,Zn,3.39,1073.89,1.09525,149.89,0.16276,4.240528
DB0-m3_o4_o7_f0_nbo.sym.34,298.0,0.1,4.385589,Zn,4.0,17085.4,0.338513,2843.66,0.56994,0.219123
DB0-m29_o89_o1490_f0_pts.sym.39,338.0,0.26,5.871104,Fe,2.06,2164.02,0.760008,367.251,0.15632,0.664623
DB0-m3_o7_o14_f0_nbo.sym.117,313.0,16.0,3.41727,Zn,3.37,27557.0,0.240761,3739.87,0.67464,17.359286
DB0-m18_o47_o152_f0_fsc,338.0,0.26,5.403108,Fe,3.64,1266.93,0.842934,269.322,0.16284,0.921651
DB0-m3_o11_o20_f0_nbo.sym.44,298.0,1.0,4.678771,Zn,3.61,14318.6,0.500351,2803.04,0.3957,2.141525
DB0-m2_o3_o4_f0_nbo.sym.25,338.0,0.26,2.177452,Cu,3.16,32018.3,0.22516,4081.65,0.69588,0.152976
DB0-m3_o9_o21_f0_pcu.sym.61,313.0,0.4,5.646346,Zn,2.5,1777.62,0.931573,215.155,0.04726,1.353289
DB0-m2_o21_o22_f0_pcu.sym.132,298.0,0.1,4.561403,Cu,3.17,1859.47,0.583669,407.37,0.26714,0.265308
DB0-m3_o23_o25_f0_pcu.sym.122,313.0,16.0,6.6612,Zn,1.14,3789.05,0.658399,746.073,0.15598,16.392049
DB5-hypotheticalMOF_15614_1_0_0_22_26_6,338.0,3.2,3.426724,Zn,3.31,6403.92,0.394807,1133.55,0.50826,2.616184
DB0-m3_o160_o510_f0_fsc.sym.85,298.0,1.0,7.403594,Zn,3.39,1495.99,0.792815,296.393,0.20016,4.296574
DB1-Cu2O8N2-AZO_A-DPAC_A_No290,313.0,0.4,3.774129,Cu,2.5,4655.51,0.511805,835.686,0.50138,0.396727
DB1-Cu2N8-irmof16_B-irmof6_B_No17,298.0,0.1,7.3272,Cu,3.23,2164.56,1.01207,318.838,0.17336,2.334043
DB0-m2_o6_o9_f0_nbo.sym.152,313.0,16.0,3.678909,Cu,3.0,22121.5,0.331012,3945.41,0.53992,17.607265
DB0-m3_o1530_o155_f0_fsc.sym.2,298.0,1.0,6.427618,Zn,2.38,1943.38,0.75834,423.163,0.1794,4.723486
DB0-m2_o9_o19_f0_nbo.sym.32,313.0,16.0,5.542815,Cu,3.53,5481.69,0.652904,1107.96,0.30998,16.163555
DB0-m2_o16_o29_f0_pcu.sym.48,298.0,0.1,5.92759,Cu,1.32,3920.52,0.640584,805.056,0.19064,1.085887
DB0-m29_o99_o150_f0_pts.sym.165,313.0,16.0,7.612183,Fe,1.82,2893.54,0.718189,554.36,0.21216,15.353777
DB0-m23_o25_o27_f0_pcu,298.0,1.0,5.383386,Cd,1.96,3995.14,0.487834,834.702,0.39672,2.600892
DB0-m9_o5_o11_f0_sra.sym.2,338.0,0.26,6.030293,V,6.9,1105.78,1.20148,161.798,0.04442,0.744156
DB0-m2_o9_o17_f0_nbo.sym.28,298.0,1.0,4.048372,Cu,2.86,6887.75,0.557629,1340.9,0.3531,1.983012
DB0-m9_o2_o4_f0_sra.sym.34,313.0,0.4,6.047953,V,3.45,1872.49,1.07715,231.941,0.0848,1.936855
DB0-m3_o156_o1510_f0_fsc.sym.8,313.0,16.0,5.655702,Zn,2.13,2891.71,0.605538,630.553,0.29632,20.426893
DB13-cds-Syn022013,313.0,0.4,7.697511,Cu,3.7,2182.26,1.17684,231.272,0.02824,3.887666
DB0-m3_o156_o45_f0_fsc.sym.21,298.0,0.1,6.908795,Zn,2.17,1931.24,1.0502,316.136,0.0892,1.557665
DB0-m29_o82_o44_f0_pts.sym.32,338.0,3.2,5.645772,Fe,2.38,2329.13,0.740222,421.445,0.23888,4.235443
DB0-m3_o23_o27_f0_pcu.sym.110,338.0,0.26,4.745429,Zn,1.54,4593.7,0.452526,883.616,0.40546,0.398124
DB0-m29_o88_o102_f0_pts.sym.84,313.0,0.4,5.232723,Fe,2.33,2441.33,0.682081,416.559,0.24842,1.163196
DB5-hypotheticalMOF_5052440_0_0_1_27_5_4,298.0,1.0,7.189657,Zn,2.13,1977.76,0.886186,340.363,0.13902,3.214836
DB0-m3_o16_o21_f0_pcu.sym.62,298.0,1.0,5.121855,Zn,3.03,2412.53,0.680808,525.595,0.30846,2.430938
DB0-m3_o22_o151_f0_fsc.sym.29,313.0,0.4,6.026855,Zn,2.38,1499.94,0.927103,209.003,0.0745,1.847467
DB0-m2_o25_o26_f0_pcu.sym.92,338.0,0.26,3.650534,Cu,2.22,4003.28,0.402387,827.718,0.44354,0.202231
DB0-m2_o3_o25_f0_nbo,338.0,0.26,2.475653,Cu,3.03,48380.9,0.145726,4723.19,0.78738,0.223003
DB0-m3_o20_o23_f0_nbo.sym.98,313.0,16.0,3.141703,Zn,4.41,25518.4,0.244564,3471.76,0.67312,13.784765
DB0-m2_o7_o8_f0_pcu.sym.98,298.0,0.1,3.655781,Cu,2.08,4877.04,0.348699,850.926,0.53354,0.181946
DB0-m3_o6_o19_f0_pcu,313.0,16.0,4.379051,Zn,4.35,2843.54,0.354548,600.145,0.49604,23.912911
DB0-m2_o6_o20_f0_pcu.sym.51,313.0,0.4,5.350105,Cu,1.56,3397.8,0.873507,491.253,0.13836,0.725682
DB6-cuf_7702,338.0,0.26,4.335403,Cu,2.0,3157.32,0.570046,652.747,0.32368,0.268237
DB0-m2_o5_o23_f0_nbo.sym.53,338.0,0.26,4.930148,Cu,2.86,10737.0,0.670253,1897.12,0.23746,0.338467
DB0-m3_o7_o13_f0_pcu.sym.106,338.0,3.2,4.496682,Zn,1.18,3862.35,0.652765,668.701,0.16058,4.171198
DB0-m3_o16_o1480_f0_fsc.sym.16,338.0,0.26,6.36481,Zn,3.39,1092.44,1.05223,158.023,0.08888,1.662378
DB5-hypotheticalMOF_5053011_2_1_1_27_18_8,338.0,3.2,5.17205,Zn,3.57,3763.18,0.655901,986.63,0.14366,5.66512
DB5-hypotheticalMOF_5026082_1_0_0_27_19_10,313.0,16.0,4.188821,Zn,2.29,6938.55,0.357791,1357.45,0.5012,22.801818
DB0-m2_o1_o14_f0_nbo.sym.125,338.0,0.26,3.555866,Cu,5.0,5004.14,0.500121,983.865,0.4378,0.17881
DB13-nbo-Syn022115,313.0,16.0,6.481055,Cu,3.03,11388.2,0.700307,2023.73,0.26492,15.058791
DB0-m2_o12_o17_f0_pcu.sym.18,313.0,16.0,7.235796,Cu,3.03,1494.25,0.892918,274.599,0.11458,13.025384
DB0-m3_o8_o22_f0_pcu.sym.117,313.0,16.0,6.512234,Zn,1.45,2940.71,0.697358,564.469,0.12468,14.383575
DB0-m3_o52_o13_f0_fsc.sym.50,313.0,0.4,5.778525,Zn,3.7,1451.82,1.05111,273.983,0.19342,2.002393
DB0-m3_o16_o105_f0_fsc.sym.15,313.0,0.4,6.051066,Zn,2.33,1976.88,0.837005,330.424,0.1898,2.516309
DB5-hypotheticalMOF_5077717_3_1_2_27_15_0,298.0,0.1,5.279981,Cu,3.57,3353.59,0.680865,830.548,0.09976,0.583317
DB0-m29_o91_o93_f0_pts.sym.25,298.0,0.1,4.78322,Fe,2.08,3087.15,0.665001,521.997,0.30522,0.36844
DB6-cuf_644,338.0,3.2,4.284912,Cu,1.89,3393.82,0.563602,700.617,0.3329,3.568594
DB0-m2_o9_o11_f0_pcu.sym.38,338.0,3.2,6.679363,Cu,3.03,1152.35,1.00525,135.226,0.04148,3.217747
DB0-m3_o25_o1530_f0_fsc.sym.4,338.0,3.2,6.181624,Zn,3.45,1567.56,0.798873,365.112,0.17042,7.121106
DB0-m3_o153_o156_f0_fsc.sym.18,298.0,0.1,6.486574,Zn,2.13,1930.92,0.828675,383.621,0.12958,1.562804
DB0-m2_o23_o24_f0_nbo.sym.156,338.0,0.26,2.914574,Cu,3.33,10712.3,0.28998,1737.94,0.60718,0.146239
DB0-m2_o59_o59_pto.sym.79,338.0,3.2,3.099758,Cu,2.59,29863.9,0.323724,4930.35,0.59584,1.710818
DB0-m3_o153_o156_f0_fsc.sym.44,298.0,0.1,6.63056,Zn,2.0,1931.93,0.929662,312.443,0.08516,2.310042
DB15-pcu_N47_E161_opt,313.0,16.0,3.140631,Ni,0.47,19526.2,0.159588,2059.4,0.74402,21.632106
DB0-m3_o9_o27_f0_nbo.sym.148,298.0,0.1,5.49799,Zn,2.56,9218.89,0.434868,1724.44,0.45004,0.347963
DB0-m29_o80_o450_f0_pts.sym.86,338.0,0.26,4.565309,Fe,2.15,2708.73,0.633502,525.439,0.27164,0.321394
DB0-m3_o7_o21_f0_pcu.sym.55,338.0,3.2,4.127909,Zn,1.89,4158.5,0.470988,955.578,0.36084,2.857295
DB1-Cu2O8N2-ADC_A-irmof14_A_No41,298.0,1.0,3.610327,Cu,2.22,8231.94,0.374319,1483.8,0.50978,1.808464
DB0-m2_o7_o23_f0_nbo.sym.96,298.0,1.0,2.823172,Cu,2.91,39286.0,0.180819,4466.53,0.73314,1.235513
DB0-m2_o24_o28_f0_nbo.sym.93,338.0,0.26,3.453893,Cu,2.65,21231.5,0.405585,3627.02,0.52022,0.166687
DB0-m3_o160_o45_f0_fsc.sym.69,313.0,16.0,7.880978,Zn,3.08,1463.79,0.881154,261.498,0.16562,12.866725
DB6-cuf_6116,298.0,0.1,4.283008,Cu,2.22,3146.89,0.602462,709.102,0.31452,0.203367
DB0-m2_o17_o47_f0_fsc,298.0,0.1,6.110293,Cu,3.45,1219.75,0.927859,194.568,0.17692,1.433708
DB0-m3_o17_o47_f0_fsc.sym.4,298.0,1.0,6.483751,Zn,3.12,1258.33,0.941299,189.452,0.16042,5.346307
DB0-m3_o146_o20_f0_fsc.sym.132,338.0,3.2,6.34507,Zn,1.85,2312.89,0.713403,417.85,0.0766,4.898172
DB0-m3_o152_o156_f0_fsc.sym.38,338.0,0.26,6.752352,Zn,1.69,1991.22,0.89716,327.579,0.09534,2.494919
DB0-m29_o89_o51_f0_pts.sym.51,338.0,3.2,6.677689,Fe,2.22,2224.96,0.735412,443.997,0.14232,6.715106
DB0-m3_o14_o28_f0_nbo.sym.33,338.0,0.26,4.129254,Zn,2.75,22294.9,0.370915,4385.67,0.51272,0.279828
DB0-m9_o13_o23_f0_sra.sym.2,313.0,16.0,6.348474,V,3.39,2698.26,0.746287,526.039,0.19124,15.911126
DB0-m9_o2_o11_f0_sra.sym.27,313.0,16.0,7.983431,V,4.0,1871.63,1.06858,267.57,0.11996,9.232152
DB1-Cu2O8N2-ADC_A-irmof10_A_No145,313.0,0.4,3.760314,Cu,2.04,8258.82,0.362685,1531.42,0.5125,0.649315
DB12-LUBNAZ_clean,313.0,0.4,5.843985,Co,5.0,3863.96,1.05459,695.804,0.11612,1.422236
DB0-m3_o85_o23_f0_fsc.sym.40,298.0,1.0,7.403153,Zn,3.03,1127.26,1.07204,148.193,0.08586,4.284397
DB0-m3_o11_o23_f0_pcu.sym.71,298.0,1.0,9.56953,Zn,1.96,1779.2,0.921753,166.304,0.0255,3.998678
DB0-m3_o8_o11_f0_pcu.sym.67,338.0,0.26,4.313958,Zn,2.63,3028.58,0.457189,603.366,0.41222,0.2927
DB0-m2_o7_o19_f0_pcu.sym.9,298.0,1.0,3.515017,Cu,2.56,3394.01,0.404959,734.853,0.43858,1.533807
DB0-m3_o14_o27_f0_pcu.sym.109,298.0,1.0,5.948535,Zn,2.7,2093.92,0.670417,416.838,0.25742,3.269059
DB0-m2_o12_o16_f0_pcu.sym.77,338.0,0.26,6.485209,Cu,3.23,1369.82,0.887932,227.452,0.10328,0.873041
DB0-m29_o91_o510_f0_pts.sym.67,298.0,0.1,5.935382,Fe,1.45,3197.41,0.736843,513.494,0.1456,0.63156
DB0-m5_o11_o22_f0_bcu.sym.15,338.0,0.26,7.537893,Cd,4.65,1523.2,1.2583,154.42,0.04024,1.105094
DB0-m2_o25_o27_f0_pcu.sym.26,338.0,0.26,4.07655,Cu,2.63,4484.27,0.444188,922.18,0.48194,0.229094
DB5-hypotheticalMOF_25613_0_0_1_16_9_14,298.0,1.0,7.66621,Zn,2.56,1531.62,0.884078,285.596,0.1057,6.128769
DB0-m3_o24_o113_f0_fsc.sym.16,338.0,3.2,11.195674,Zn,4.08,736.517,1.35985,76.4881,0.05758,4.092586
DB0-m2_o25_o25_f0_pcu.sym.91,298.0,1.0,5.522754,Cu,1.56,7347.79,0.642231,1268.34,0.25274,2.637476
DB13-cds-Syn025343,298.0,1.0,6.328572,Cu,3.45,2621.78,0.937903,510.056,0.08492,4.159887
DB0-m29_o88_o470_f0_pts.sym.12,298.0,1.0,6.66102,Fe,2.5,2312.76,0.649251,515.738,0.24696,4.227701
DB0-m29_o92_o93_f0_pts.sym.30,298.0,0.1,5.57742,Fe,1.8,3583.52,0.580404,683.712,0.32652,0.469313
DB0-m3_o8_o16_f0_pcu.sym.41,338.0,3.2,4.780521,Zn,1.6,3574.6,0.569421,677.347,0.31386,3.515483
DB5-hypotheticalMOF_21900_1_0_1_11_25_6,338.0,0.26,4.168358,Zn,2.6,3256.52,0.505033,623.876,0.37006,0.300948
DB0-m29_o85_o150_f0_pts.sym.104,313.0,0.4,4.736165,Fe,2.63,2369.3,0.621178,552.793,0.25712,1.189677
DB0-m3_o7_o24_f0_nbo.sym.6,298.0,1.0,3.92627,Zn,2.52,27213.7,0.297572,4151.17,0.60142,2.025768
DB0-m29_o81_o53_f0_pts.sym.1,338.0,0.26,4.725936,Fe,2.13,3193.47,0.573226,724.371,0.31472,0.562524
DB0-m9_o18_o29_f0_sra.sym.49,313.0,0.4,8.390831,V,1.69,2545.37,1.62941,71.3258,0.0057,1.201999
DB5-hypotheticalMOF_5026929_1_0_0_28_7_0,338.0,0.26,3.690774,Zn,4.21,4174.12,0.462374,846.559,0.45178,0.308482
DB0-m2_o3_o27_f0_pcu.sym.3,313.0,16.0,3.42243,Cu,1.79,6658.37,0.262375,949.911,0.62692,16.799226
DB0-m3_o7_o23_f0_nbo.sym.165,338.0,3.2,2.762117,Zn,3.03,40280.6,0.169344,4688.3,0.7406,2.452197
DB0-m29_o97_o1470_f0_pts.sym.12,338.0,3.2,5.444992,Fe,2.17,2689.75,0.628724,582.289,0.28404,5.802698
DB0-m2_o17_o20_f0_nbo.sym.24,338.0,0.26,3.722823,Cu,2.8,25726.5,0.301423,3652.14,0.63186,0.269777
DB0-m3_o6_o26_f0_pcu.sym.39,313.0,0.4,4.067431,Zn,2.08,4213.91,0.463974,837.68,0.41212,0.616012
DB0-m3_o1_o15_f0_pcu.sym.10,338.0,3.2,6.548316,Zn,2.78,1194.54,1.05557,146.698,0.0586,4.180864
DB0-m3_o22_o22_f0_nbo.sym.91,298.0,0.1,5.646966,Zn,3.37,4991.78,0.583451,924.988,0.36774,0.24467
DB0-m2_o9_o11_f0_nbo.sym.16,338.0,3.2,5.053373,Cu,2.83,5031.57,0.712535,813.059,0.22948,3.216231
DB0-m3_o6_o17_f0_pcu.sym.137,298.0,0.1,5.385898,Zn,2.13,3640.27,0.450475,806.939,0.37754,0.434176
DB0-m29_o80_o430_f0_pts.sym.40,338.0,0.26,4.294083,Fe,2.2,2897.63,0.609954,584.951,0.29582,0.356866
DB0-m2_o9_o23_f0_nbo.sym.14,338.0,3.2,4.937652,Cu,2.65,7364.17,0.508505,1442.59,0.37014,2.710557
DB6-cuf_7779,313.0,0.4,3.731611,Cu,2.27,3161.84,0.564956,721.427,0.33756,0.481582
DB0-m29_o88_o148_f0_pts.sym.20,298.0,1.0,6.668156,Fe,2.74,2126.64,0.671681,456.545,0.25458,4.044939
DB12-DUBJUH_freeONLY,338.0,3.2,6.716197,Co,2.86,4605.11,1.09392,502.665,0.06604,5.015843
DB0-m3_o19_o23_f0_nbo.sym.84,313.0,16.0,3.561681,Zn,3.9,18069.0,0.328916,3223.33,0.55652,20.362268
DB0-m3_o6_o14_f0_pcu.sym.22,298.0,0.1,4.318702,Zn,3.45,2657.54,0.625362,575.134,0.36266,0.166965
DB0-m2_o7_o28_f0_nbo.sym.97,313.0,16.0,3.026766,Cu,1.82,58002.9,0.176814,6221.29,0.73388,16.236448
DB1-Cu2N8-irmof20_B-irmof8_B_No13,313.0,0.4,6.056852,Cu,3.85,1427.26,0.807021,228.3,0.25732,1.360015
DB1-Cu2O8N2-DPAC_A-fum_A_No266,313.0,16.0,4.478388,Cu,2.78,7176.12,0.442702,1265.06,0.50396,15.798309
DB0-m3_o160_o47_f0_fsc.sym.35,338.0,3.2,6.589638,Zn,3.08,1262.2,0.981816,217.976,0.11334,6.254999
DB0-m2_o6_o58_f0_pcu,338.0,0.26,3.979197,Cu,2.17,4599.41,0.337889,1024.71,0.47326,0.27521
DB0-m3_o6_o21_f0_pcu.sym.21,313.0,16.0,6.240956,Zn,1.89,3397.28,0.481745,715.394,0.314,23.156917
DB0-m3_o11_o15_f0_nbo.sym.109,313.0,0.4,4.036828,Zn,4.2,5419.96,0.493988,1097.46,0.41888,0.740474
DB0-m2_o7_o21_f0_pcu.sym.100,313.0,16.0,3.93001,Cu,2.7,4010.41,0.328633,726.532,0.54282,18.836564
DB0-m2_o1_o28_f0_pcu.sym.37,298.0,0.1,4.806312,Cu,2.22,2382.35,0.691289,577.34,0.18212,0.500971
DB0-m3_o50_o155_f0_fsc.sym.5,338.0,3.2,8.412184,Zn,2.5,1620.01,0.930104,290.937,0.08882,7.273982
DB0-m1_o22_o29_f0_pcu,338.0,0.26,3.243265,Zn,3.31,19571.3,0.440693,4089.56,0.44466,0.183412
DB5-hypotheticalMOF_5077398_3_0_2_27_12_2,298.0,0.1,3.132454,Cu,4.17,2309.36,0.531224,545.802,0.36916,0.118538
DB0-m3_o7_o23_f0_pcu.sym.134,338.0,0.26,3.653637,Zn,1.89,4715.21,0.379502,865.959,0.48662,0.229078
DB0-m3_o49_o156_f0_fsc.sym.10,313.0,16.0,12.308441,Zn,2.04,1634.74,1.06617,243.415,0.07646,9.674242
DB0-m3_o14_o17_f0_pcu.sym.32,338.0,0.26,5.482321,Zn,2.53,1636.99,0.847442,261.621,0.14552,0.766768
DB0-m3_o2_o25_f0_pcu.sym.42,298.0,0.1,4.839934,Zn,2.38,3418.91,0.457239,725.207,0.41306,0.242265
DB0-m3_o7_o14_f0_nbo.sym.166,298.0,1.0,3.868964,Zn,3.16,27593.9,0.25345,3907.8,0.657,2.023489
DB1-Cu2O8N2-irmof10_A-irmof8_A_No268,313.0,0.4,4.362646,Cu,2.6,4853.59,0.561566,1042.4,0.33844,0.978495
DB0-m3_o51_o15_f0_fsc.sym.28,313.0,16.0,9.540786,Zn,3.03,1050.48,1.18444,115.615,0.05406,7.023034
DB0-m29_o90_o1490_f0_pts.sym.4,298.0,0.1,5.375294,Fe,2.25,2451.63,0.691799,444.356,0.22636,0.309717
DB0-m3_o3_o11_f0_nbo.sym.121,313.0,16.0,3.34263,Zn,2.56,33270.5,0.238989,4331.57,0.67222,18.389174
DB0-m3_o25_o50_f0_fsc.sym.1,298.0,0.1,5.256611,Zn,3.7,1297.48,0.815505,281.544,0.16636,0.644416
DB0-m29_o82_o51_f0_pts.sym.78,298.0,1.0,5.602807,Fe,2.44,2293.05,0.688165,425.994,0.2701,2.992108
DB0-m3_o48_o25_f0_fsc.sym.55,313.0,0.4,6.88622,Zn,3.23,1309.73,0.924617,225.942,0.08784,3.653996
DB0-m29_o90_o108_f0_pts.sym.25,338.0,0.26,5.114771,Fe,2.38,2545.88,0.672004,440.733,0.29732,0.432044
DB0-m3_o9_o25_f0_pcu.sym.80,298.0,0.1,5.250328,Zn,2.17,2639.83,0.601061,559.536,0.2789,0.33044
DB0-m3_o24_o105_f0_fsc.sym.40,338.0,3.2,7.409875,Zn,2.17,1558.34,1.07461,129.709,0.0265,4.820973
DB0-m3_o152_o18_f0_fsc.sym.24,298.0,0.1,6.762427,Zn,2.5,1505.59,0.967722,242.765,0.08234,2.448428
DB0-m3_o6_o17_f0_pcu.sym.105,338.0,3.2,4.629052,Zn,1.37,3732.79,0.853776,569.27,0.20184,2.433532
DB0-m2_o8_o11_f0_pcu.sym.54,338.0,0.26,3.489291,Cu,2.38,2891.15,0.461651,667.518,0.36182,0.249098
DB0-m3_o7_o24_f0_pcu.sym.55,338.0,0.26,4.282302,Zn,2.08,3180.67,0.52078,642.912,0.3519,0.28556
DB0-m3_o160_o42_f0_fsc.sym.43,338.0,3.2,6.848138,Zn,2.99,1251.04,0.95345,179.082,0.0671,5.025238
DB0-m29_o99_o1500_f0_pts.sym.38,338.0,3.2,3.956702,Fe,2.56,3373.41,0.440199,656.086,0.44022,2.697463
DB0-m3_o2_o10_f0_pcu.sym.5,298.0,1.0,5.842018,Zn,3.45,1900.56,0.801014,404.617,0.23608,2.664472
DB0-m2_o10_o28_f0_pcu.sym.60,313.0,16.0,10.495365,Cu,2.33,1439.29,1.02883,148.805,0.01264,8.81816
DB0-m29_o90_o55_f0_pts.sym.47,298.0,0.1,5.458557,Fe,1.96,2760.66,0.647514,626.78,0.19156,0.7872
DB0-m3_o11_o13_f0_pcu.sym.96,298.0,1.0,5.841979,Zn,3.03,1452.88,0.871147,232.02,0.1051,3.435235
DB0-m3_o11_o22_f0_pcu.sym.127,313.0,0.4,4.861566,Zn,3.92,1191.71,0.763802,239.972,0.1598,0.859621
DB1-Cu2O8-BTC_B-irmof7_A_No11,338.0,3.2,8.223323,Cu,3.45,2223.14,1.09274,250.732,0.02264,6.816341
DB0-m3_o152_o20_f0_fsc.sym.4,313.0,16.0,7.9096,Zn,3.7,1414.19,0.783413,266.892,0.25654,16.089031
DB0-m9_o6_o13_f0_sra.sym.105,313.0,0.4,4.985135,V,3.7,2820.77,0.760893,497.635,0.19566,1.023736
DB0-m3_o160_o146_f0_fsc.sym.47,298.0,1.0,5.031637,Zn,2.25,2412.22,0.63643,495.131,0.26362,3.693221
DB0-m2_o13_o25_f0_pcu.sym.17,313.0,16.0,6.186383,Cu,2.63,2341.26,0.54309,535.58,0.3125,22.263109
DB0-m2_o6_o22_f0_pcu.sym.31,338.0,3.2,3.452908,Cu,2.86,2503.2,0.480044,578.73,0.35566,2.463248
DB0-m3_o25_o45_f0_fsc.sym.80,313.0,16.0,7.030847,Zn,3.33,1553.75,0.747292,280.206,0.20064,17.22997
DB0-m2_o14_o15_f0_nbo.sym.38,338.0,0.26,4.069666,Cu,3.92,5011.98,0.612407,954.948,0.34622,0.280419
DB0-m3_o1510_o23_f0_fsc.sym.66,313.0,0.4,5.153591,Zn,2.38,2349.26,0.586293,464.162,0.26938,1.270838
DB0-m3_o3_o20_f0_nbo.sym.24,338.0,3.2,2.584298,Zn,2.91,43873.3,0.204208,5349.62,0.72648,1.789772
DB0-m3_o25_o47_f0_fsc.sym.17,298.0,1.0,9.483324,Zn,2.5,1333.44,1.01044,140.479,0.03048,4.517057
DB7-ddmof_2865,338.0,0.26,4.730499,Co,3.21,15147.9,0.617975,3484.4,0.3223,0.160812
DB12-LEQQII_freeONLY,298.0,1.0,5.477798,Cu,2.94,8219.62,0.770513,1439.94,0.19882,3.29716
DB0-m2_o6_o11_f0_pcu.sym.113,338.0,3.2,3.726951,Cu,3.03,2596.91,0.498486,603.168,0.35212,2.647061
DB0-m3_o4_o25_f0_nbo.sym.142,298.0,1.0,4.903679,Zn,3.41,15357.6,0.426372,2922.07,0.46612,2.479493
DB0-m3_o6_o28_f0_pcu.sym.111,298.0,0.1,3.857196,Zn,2.17,5662.41,0.330073,1087.17,0.52614,0.211368
DB0-m2_o15_o43_f0_fsc,313.0,16.0,8.579961,Cu,3.57,1097.11,0.995221,152.558,0.06384,9.465697
DB5-hypotheticalMOF_5076959_1_0_2_27_27_6,338.0,0.26,2.987951,Cu,2.02,6458.5,0.303113,989.623,0.59346,0.182126
DB0-m3_o460_o23_f0_fsc.sym.20,338.0,3.2,6.212523,Zn,3.57,1047.15,1.08018,118.282,0.02588,5.429643
DB0-m29_o90_o86_f0_pts.sym.92,313.0,16.0,7.210676,Fe,2.08,2425.17,0.756211,402.544,0.21908,15.813186
DB1-Zn2O8N2-BDC_A-DPAC_A_No1074,338.0,3.2,6.369057,Zn,3.57,3109.04,0.731883,583.314,0.2402,5.855635
DB0-m3_o18_o22_f0_pcu.sym.54,298.0,0.1,4.537209,Zn,2.15,2488.99,0.626821,528.053,0.2449,0.381092
DB0-m3_o12_o14_f0_pcu.sym.87,298.0,0.1,5.762375,Zn,3.57,1220.82,0.886376,187.263,0.06542,0.616835
DB0-m3_o11_o20_f0_nbo.sym.100,298.0,1.0,3.548101,Zn,5.26,14253.3,0.349762,2506.51,0.5635,1.387169
DB1-Cu2O8N2-irmof14_A-irmof20_A_No342,298.0,1.0,7.359953,Cu,2.55,4635.56,0.800746,839.794,0.20634,6.893614
DB1-Cu2O8N2-irmof6_A-irmof8_A_No106,338.0,0.26,6.132357,Cu,3.51,2377.63,1.04429,365.021,0.14776,0.623642
DB0-m3_o6_o21_f0_pcu.sym.69,313.0,0.4,4.708422,Zn,2.33,3399.52,0.391502,804.79,0.37726,0.884923
DB0-m3_o45_o22_f0_fsc.sym.58,298.0,0.1,7.427418,Zn,3.12,1000.91,1.17414,92.34,0.03384,0.834715
