Filename,T,P,HOA,Metal node,M%,UCV,D,ASA,AVAF,Adsorption
DB0-m3_o16_o520_f0_fsc.sym.66,313.0,0.4,6.305783,Zn,2.94,1468.62,0.908283,267.891,0.14056,2.928157
DB0-m3_o1500_o6_f0_fsc.sym.19,313.0,16.0,6.837777,Zn,3.57,1811.23,0.639203,396.377,0.27206,20.831828
DB1-Cu2O8-ADC_A-DPAC_A_No990,338.0,3.2,3.961133,Cu,2.44,6079.64,0.582234,966.855,0.39342,2.942249
DB0-m3_o96_o159_f0_fsc.sym.54,298.0,1.0,5.187284,Zn,1.96,2879.01,0.597921,555.484,0.30304,4.394521
DB0-m3_o35_o35_f0_pts,338.0,3.2,3.275466,Zn,3.17,7750.9,0.308206,1458.73,0.55796,2.623958
DB0-m29_o83_o44_f0_pts.sym.68,313.0,0.4,4.665821,Fe,2.33,2629.95,0.611413,542.299,0.27476,1.470746
DB0-m3_o12_o23_f0_pcu.sym.18,338.0,3.2,5.4321,Zn,2.38,1757.57,0.672179,367.749,0.1292,5.336732
DB0-m3_o440_o23_f0_fsc.sym.9,313.0,0.4,5.331089,Zn,3.45,1626.95,1.14666,249.625,0.1209,0.713299
DB0-m9_o2_o3_f0_sra.sym.24,298.0,1.0,5.471748,V,2.33,3447.19,0.777061,529.66,0.22794,3.038515
DB0-m3_o6_o25_f0_nbo.sym.43,298.0,1.0,3.769968,Zn,3.75,16759.8,0.189891,2124.57,0.72402,1.561027
DB0-m3_o4_o470_f0_fsc.sym.5,313.0,0.4,7.74085,Zn,4.17,857.921,1.26978,108.97,0.05954,4.046211
DB0-m3_o25_thj,313.0,16.0,3.173247,Zn,4.0,20976.9,0.192257,2582.1,0.72618,16.603853
DB1-Zn2O8-irmof10_A-irmof7_A_No214,298.0,0.1,5.198592,Zn,3.85,7842.48,0.660974,1734.01,0.29718,0.326392
DB0-m3_o490_o156_f0_fsc.sym.38,298.0,0.1,7.755051,Zn,2.04,1606.25,1.21103,199.322,0.07078,2.019145
DB0-m3_o460_o14_f0_fsc.sym.13,338.0,3.2,9.781473,Zn,4.55,692.545,1.53456,66.239,0.04244,3.642531
DB0-m2_o2_uoc,338.0,3.2,2.950421,Cu,3.7,18108.0,0.222843,2197.3,0.7034,2.004065
DB0-m2_o17_o22_f0_nbo.sym.165,298.0,1.0,4.474984,Cu,3.12,18800.4,0.360509,2997.01,0.5591,1.33839
DB0-m2_o1_o17_f0_nbo.sym.63,298.0,1.0,6.15143,Cu,2.48,13744.5,0.595193,3072.18,0.20782,3.638035
DB0-m3_o150_o158_f0_fsc.sym.92,298.0,0.1,7.326856,Zn,2.38,1731.23,1.04693,136.557,0.03626,1.785271
DB0-m2_o59_o59_pto.sym.84,313.0,16.0,3.594978,Cu,2.32,29840.7,0.301987,4959.61,0.58808,20.911412
DB13-nbo-Syn019128,313.0,16.0,4.24854,Cu,5.0,10617.1,0.518256,2119.94,0.4231,17.099606
DB0-m3_o4_o19_f0_pcu.sym.119,298.0,0.1,5.250878,Zn,4.0,1286.31,0.782499,253.436,0.18832,0.287562
DB6-pMOF_255,313.0,16.0,4.971178,Cu,2.44,3366.98,0.413184,651.892,0.46066,25.586561
DB6-cuf_10105,313.0,16.0,4.362447,Cu,2.38,3407.67,0.507597,788.356,0.37462,18.313681
DB0-m3_o17_o22_f0_nbo.sym.89,313.0,0.4,4.295716,Zn,2.97,19478.3,0.349527,3517.47,0.53306,0.80679
DB0-m3_o450_o23_f0_fsc.sym.113,298.0,0.1,6.129914,Zn,2.38,1532.57,0.883531,230.177,0.07214,0.784267
DB0-m29_o81_o143_f0_pts.sym.70,313.0,0.4,5.173395,Fe,2.17,2735.6,0.58905,588.644,0.2682,1.242171
DB0-m29_o83_o44_f0_pts.sym.95,298.0,1.0,5.643363,Fe,2.17,2627.3,0.728228,614.29,0.1341,4.273995
DB0-m3_o12_o47_f0_fsc.sym.16,298.0,0.1,7.131325,Zn,5.0,841.738,1.36684,138.217,0.08068,1.421504
DB0-m3_o4_o6_f0_nbo.sym.103,338.0,3.2,3.592833,Zn,4.11,15460.0,0.401118,2880.8,0.50462,2.323935
DB0-m2_o14_o17_f0_pcu.sym.20,338.0,3.2,6.423805,Cu,2.86,1528.54,0.883909,247.974,0.17644,5.044028
DB0-m3_o2_o25_f0_pcu.sym.76,313.0,0.4,6.061404,Zn,1.79,3403.97,0.556965,721.951,0.25834,1.333319
DB0-m2_o17_o27_f0_pcu.sym.116,298.0,0.1,4.476823,Cu,1.79,3893.72,0.448668,723.455,0.4351,0.244994
DB0-m3_o7_o16_f0_pcu.sym.100,313.0,16.0,4.911497,Zn,2.22,3856.54,0.409051,729.785,0.46572,24.021156
DB5-hypotheticalMOF_5002817_3_2_0_18_17_1,298.0,1.0,5.225297,Zn,7.27,4720.34,0.941279,716.618,0.07748,1.620089
DB0-m3_o18_o146_f0_fsc.sym.42,338.0,3.2,5.583821,Zn,1.59,2434.78,0.739219,384.213,0.18658,4.541508
DB0-m29_o81_o148_f0_pts.sym.5,338.0,3.2,5.642696,Fe,2.3,2209.21,0.739104,434.055,0.2134,4.807092
DB0-m29_o80_o90_f0_pts.sym.80,313.0,0.4,5.382687,Fe,2.2,2707.4,0.638103,595.563,0.24852,1.307315
DB0-m29_o83_o91_f0_pts.sym.60,338.0,0.26,4.623239,Fe,1.98,3225.1,0.588233,588.293,0.32458,0.479078
DB1-Zn2O8N2-DPAC_A-irmof8_A_No261,313.0,0.4,4.531773,Zn,2.41,9048.07,0.435662,1682.07,0.47824,0.618734
DB0-m3_o46_o6_f0_fsc.sym.22,338.0,3.2,6.041898,Zn,4.35,1060.78,0.922206,195.406,0.11992,7.012696
DB0-m3_o14_o25_f0_pcu.sym.91,298.0,1.0,5.752477,Zn,2.6,1719.83,0.770884,364.452,0.1131,4.208568
DB0-m3_o16_o105_f0_fsc.sym.9,298.0,1.0,5.93835,Zn,2.33,1954.81,0.755617,304.782,0.22094,5.644203
DB0-m3_o7_o17_f0_nbo.sym.46,298.0,1.0,4.226098,Zn,2.97,38029.7,0.207656,4726.83,0.71202,1.860377
DB0-m29_o83_o420_f0_pts.sym.34,298.0,1.0,4.675997,Fe,2.74,2472.4,0.608633,517.301,0.32484,3.532343
DB0-m2_o6_o25_f0_nbo.sym.40,298.0,1.0,3.170024,Cu,4.35,16430.6,0.175885,1935.86,0.74628,0.906586
DB0-m2_o1_o3_f0_nbo.sym.38,338.0,0.26,3.853713,Cu,2.44,17879.3,0.444195,3085.71,0.44426,0.17475
DB0-m3_o3_o6_f0_nbo.sym.31,313.0,0.4,3.179364,Zn,2.52,48902.4,0.189208,5003.1,0.75086,0.478725
DB0-m9_o6_o25_f0_sra.sym.83,313.0,16.0,6.413324,V,3.45,3268.44,0.673001,523.255,0.28852,18.105651
DB0-m2_o7_o24_f0_pcu.sym.6,338.0,3.2,3.821557,Cu,2.78,3122.31,0.808108,580.039,0.29994,1.581547
DB5-hypotheticalMOF_14362_2_1_0_16_21_4,338.0,3.2,5.25898,Zn,4.76,5627.16,0.669348,1451.96,0.17934,4.842061
DB0-m3_o14_o23_f0_pcu.sym.84,338.0,0.26,5.141659,Zn,2.22,1725.64,0.990509,226.547,0.09898,0.334811
DB5-hypotheticalMOF_13753_1_0_0_14_14_1,338.0,0.26,3.678129,Zn,4.49,3575.52,0.555536,727.662,0.38692,0.230472
DB0-m3_o20_o470_f0_fsc.sym.12,298.0,0.1,5.296077,Zn,4.35,1191.28,0.899207,226.013,0.2333,0.526838
DB0-m29_o88_o490_f0_pts.sym.10,313.0,0.4,4.991125,Fe,2.86,2355.81,0.663664,509.139,0.27904,0.988297
DB0-m3_o15_o17_f0_nbo.sym.67,338.0,3.2,4.35679,Zn,2.65,14214.5,0.630371,2753.58,0.32842,4.232053
DB0-m3_o49_o23_f0_fsc.sym.6,338.0,3.2,7.100038,Zn,3.12,1304.67,0.928175,232.931,0.11276,6.180409
DB0-m18_o18_o97_f0_fsc,298.0,1.0,8.350237,Fe,2.94,1398.98,0.881033,206.417,0.2094,3.716673
DB0-m29_o97_o450_f0_pts.sym.72,313.0,16.0,6.408676,Fe,2.17,2992.59,0.615539,581.123,0.31086,20.774569
DB0-m3_o16_o17_f0_pcu.sym.54,298.0,0.1,5.746327,Zn,1.54,2526.38,0.715065,414.121,0.1482,0.845852
DB6-cuf_10340,298.0,0.1,3.692614,Cu,2.7,4233.72,0.390493,768.599,0.52774,0.159775
DB5-hypotheticalMOF_5053367_3_0_1_27_3_1,313.0,0.4,3.27163,Zn,2.5,3496.91,0.510628,692.816,0.4202,0.290687
DB0-m3_o51_o151_f0_fsc,298.0,1.0,6.009894,Zn,3.33,1739.03,0.684883,374.193,0.26536,3.502899
DB0-m3_o150_o159_f0_fsc.sym.55,313.0,0.4,5.384978,Zn,2.99,1726.98,0.751244,419.168,0.17732,1.732133
DB7-ddmof_23304,313.0,16.0,6.278463,Cd,3.81,7454.06,0.594547,1656.32,0.34102,22.115478
DB0-m29_o80_o430_f0_pts.sym.28,298.0,0.1,5.124327,Fe,1.94,3145.65,0.59254,676.161,0.27228,0.374283
DB0-m3_o21_o430_f0_fsc.sym.1,338.0,3.2,4.638652,Zn,4.0,1541.13,0.658522,333.324,0.26732,5.405552
DB0-m29_o99_o430_f0_pts.sym.15,313.0,0.4,3.476486,Fe,2.7,3368.74,0.461479,656.851,0.44594,0.417039
DB0-m3_o24_o510_f0_fsc.sym.14,313.0,16.0,9.726476,Zn,2.7,1026.9,1.13415,111.827,0.04634,5.563313
DB0-m3_o17_o23_f0_nbo.sym.34,313.0,0.4,3.962575,Zn,2.7,29007.3,0.325591,4364.09,0.60788,0.50611
DB0-m18_o28_o89_f0_fsc,298.0,1.0,5.489426,Fe,2.56,1927.57,0.763522,354.536,0.17582,5.864305
DB0-m29_o89_o43_f0_pts.sym.37,298.0,0.1,6.417687,Fe,2.11,2508.55,0.674821,564.723,0.15734,1.150741
DB1-Cu2N8-irmof10_B-irmof20_B_No45,298.0,1.0,5.291605,Cu,3.85,1610.21,0.94498,252.757,0.27664,3.148802
DB0-m23_o27_o151_f0_pcu,313.0,16.0,6.378149,Cd,1.82,3731.89,0.545417,775.349,0.38088,23.232747
DB0-m3_o24_o540_f0_fsc.sym.7,338.0,0.26,6.690013,Zn,2.22,1823.04,0.946824,309.704,0.04824,1.528593
DB0-m29_o82_o1500_f0_pts.sym.100,338.0,0.26,4.881377,Fe,2.08,2713.44,0.609793,607.156,0.25278,0.411369
DB0-m3_o21_o24_f0_pcu.sym.28,338.0,0.26,4.236738,Zn,4.55,1964.1,0.504806,450.556,0.37734,0.234958
DB0-m3_o84_o23_f0_fsc.sym.4,338.0,0.26,9.104476,Zn,2.63,1135.14,1.14887,84.0964,0.0156,2.275697
DB5-hypotheticalMOF_5033818_0_0_1_12_17_8,313.0,16.0,5.396875,Zn,3.03,2466.15,0.522034,546.096,0.35232,22.73064
DB0-m15_o81_o150_f0_fsc,298.0,1.0,7.372585,Co,3.33,1090.92,0.992964,175.056,0.13994,4.382719
DB1-Zn2O8N2-irmof20_A-irmof6_A_No126,338.0,0.26,4.679268,Zn,4.17,3527.89,0.842204,720.044,0.23688,0.265474
DB0-m29_o90_o149_f0_pts.sym.90,313.0,0.4,4.782492,Fe,2.9,2246.32,0.735589,524.799,0.24968,1.073518
DB0-m3_o145_o22_f0_fsc.sym.24,313.0,0.4,6.888006,Zn,2.67,1162.11,1.09365,177.391,0.09234,3.86032
DB0-m2_o8_o15_f0_pcu.sym.64,338.0,3.2,4.419875,Cu,2.08,2848.23,0.542137,642.347,0.28762,3.072178
DB0-m29_o97_o42_f0_pts.sym.11,338.0,3.2,6.436189,Fe,2.38,2384.53,0.696591,548.807,0.22378,6.052567
DB0-m3_o7_o25_f0_pcu.sym.152,298.0,1.0,5.264863,Zn,1.61,4743.42,0.465499,865.906,0.4221,1.805568
DB0-m29_o83_o147_f0_pts.sym.26,298.0,1.0,5.754343,Fe,2.5,2212.98,0.701796,443.024,0.25308,4.039512
DB0-m2_o2_o6_f0_pcu.sym.9,313.0,0.4,4.340687,Cu,2.08,3316.24,0.456598,679.762,0.3602,0.613572
DB5-hypotheticalMOF_17942_0_0_1_21_7_3,298.0,1.0,5.981444,Zn,3.57,1715.95,1.00032,365.501,0.20876,2.606876
DB0-m2_o7_o28_f0_pcu.sym.93,338.0,3.2,3.443665,Cu,1.41,6718.96,0.409243,1088.74,0.50976,2.022868
DB0-m2_o8_o24_f0_pcu.sym.90,338.0,0.26,3.216894,Cu,2.33,2811.71,0.501878,558.629,0.36848,0.161025
DB6-cuf_6060,313.0,0.4,4.837314,Cu,2.08,2722.39,0.590344,545.59,0.25942,1.329786
DB0-m3_o32_o32_pto.sym.97,338.0,3.2,4.458915,Zn,2.5,20696.5,0.39352,4184.54,0.47026,3.318118
DB0-m3_o2_o10_f0_pcu.sym.37,298.0,0.1,4.989587,Zn,3.12,1892.66,0.639817,418.291,0.27086,0.556809
DB0-m2_o6_o23_f0_nbo.sym.17,338.0,3.2,2.273373,Cu,4.05,16393.9,0.179931,1968.64,0.74008,1.738228
DB0-m3_o9_o17_f0_nbo.sym.3,298.0,1.0,4.183846,Zn,2.53,7197.85,0.54453,1401.87,0.34622,3.461257
DB0-m3_o450_o19_f0_fsc.sym.9,313.0,0.4,5.423854,Zn,5.26,1104.61,1.28174,204.655,0.18572,1.306769
DB0-m29_o97_o46_f0_pts.sym.68,338.0,0.26,5.74491,Fe,2.17,2145.31,0.837789,394.98,0.14554,1.017761
DB0-m2_o4_o15_f0_nbo.sym.85,298.0,0.1,4.345439,Cu,4.11,5034.47,0.572117,1004.16,0.37742,0.181135
DB1-Zn2O8-ADC_A-irmof6_A_No787,313.0,0.4,5.166744,Zn,3.17,3895.43,0.621689,823.729,0.2677,1.248313
DB0-m2_o10_o16_f0_pcu.sym.7,298.0,1.0,5.861096,Cu,4.0,838.68,1.11563,100.649,0.04048,2.045658
DB0-m29_o82_o102_f0_pts.sym.62,338.0,0.26,4.911247,Fe,2.3,2222.6,0.745138,402.959,0.21148,0.53203
DB5-hypotheticalMOF_5037808_1_0_1_18_5_0,313.0,16.0,5.41225,Zn,4.17,2092.18,0.500942,402.084,0.40256,24.507375
DB1-Zn2O8N2-ADC_A-DPAC_A_No1604,298.0,1.0,4.025718,Zn,2.27,5187.93,0.492489,846.858,0.54678,1.123908
DB0-m3_o150_o158_f0_fsc.sym.58,313.0,0.4,5.974604,Zn,2.22,1733.08,0.890625,317.449,0.11548,2.421644
DB1-Cu2O8-ADC_A-DPAC_A_No581,298.0,1.0,3.900869,Cu,3.03,6079.64,0.525064,1120.26,0.4063,1.52437
DB6-cuf_1494,338.0,3.2,5.436041,Cu,2.17,2747.1,0.588631,560.432,0.2371,4.166969
DB0-m2_o14_o20_f0_nbo.sym.17,298.0,0.1,3.486363,Cu,5.08,13505.0,0.400866,2260.85,0.53534,0.126721
DB0-m3_o17_o18_f0_pcu.sym.84,338.0,3.2,5.124322,Zn,1.54,3209.09,0.640512,625.027,0.24826,4.973671
DB0-m1_o23_o39_fsc,338.0,0.26,5.247763,Zn,4.6,2341.87,0.726253,546.847,0.2048,0.461048
DB0-m3_o2_o28_f0_nbo.sym.15,298.0,0.1,3.444488,Zn,2.86,43249.7,0.326775,4900.15,0.7034,0.12662
DB0-m2_o13_o25_f0_pcu.sym.76,313.0,0.4,5.148156,Cu,2.27,2352.27,0.664816,457.269,0.21366,0.962832
DB0-m3_o520_o1_f0_fsc.sym.40,298.0,0.1,6.361835,Zn,3.12,1182.68,0.987431,158.943,0.06852,0.910892
DB0-m3_o23_o27_f0_pcu.sym.53,338.0,0.26,4.768001,Zn,1.43,4584.9,0.440409,845.057,0.39248,0.426049
DB0-m3_o17_o28_f0_nbo.sym.24,313.0,16.0,3.943418,Zn,2.65,42832.5,0.29592,4794.18,0.71106,14.103629
DB0-m2_o6_o24_f0_nbo.sym.166,338.0,3.2,2.933581,Cu,3.45,21915.5,0.278024,3494.11,0.60986,1.753503
DB0-m3_o160_o47_f0_fsc.sym.12,338.0,0.26,5.689821,Zn,3.45,1260.33,0.935736,236.439,0.1264,1.277413
DB0-m2_o7_o14_f0_nbo.sym.21,313.0,0.4,3.708211,Cu,2.44,26992.3,0.277983,4174.24,0.59934,0.454091
DB0-m2_o2_o22_f0_pcu.sym.59,298.0,0.1,4.453303,Cu,2.27,2214.25,0.599816,458.312,0.2672,0.246466
DB0-m29_o80_o49_f0_pts.sym.9,298.0,0.1,6.796552,Fe,2.33,2086.17,0.794652,358.279,0.15278,1.704002
DB13-lvt-Syn005751,298.0,0.1,2.885358,Cu,4.0,31528.7,0.257638,3887.8,0.69208,0.167672
DB15-cds_N29_E160_opt,298.0,1.0,4.254573,Mn,4.17,3850.56,0.594563,881.442,0.3075,1.488809
DB0-m3_o450_o155_f0_fsc.sym.78,313.0,0.4,6.620171,Zn,2.08,1909.11,0.932016,320.804,0.11076,3.63599
DB0-m3_o16_o23_f0_pcu.sym.88,313.0,0.4,5.142,Zn,1.96,2695.48,0.695798,559.523,0.23364,1.658882
DB6-cuf_7020,298.0,1.0,3.847371,Cu,2.22,2802.87,0.586373,621.701,0.31326,2.420245
DB0-m29_o90_o47_f0_pts.sym.35,313.0,0.4,5.077722,Fe,2.74,2235.21,0.677677,494.547,0.25396,1.221481
DB0-m2_o6_o7_f0_pcu.sym.78,338.0,0.26,5.327821,Cu,1.72,4144.3,0.437592,792.351,0.38088,0.383674
DB1-Cu2O8N2-irmof10_A-irmof6_A_No87,298.0,1.0,4.837782,Cu,2.55,3721.14,0.670919,748.841,0.26524,4.21278
DB0-m3_o1490_o21_f0_fsc.sym.47,338.0,3.2,7.079697,Zn,3.77,1123.47,1.03221,167.235,0.04428,4.188416
DB0-m3_o44_o13_f0_fsc.sym.50,313.0,16.0,6.994971,Zn,2.7,1313.76,0.914326,199.863,0.05068,10.388461
DB0-m3_o11_o27_f0_nbo.sym.156,298.0,1.0,3.557607,Zn,4.69,18929.1,0.288308,2972.7,0.62838,1.259211
DB0-m3_o11_o19_f0_pcu.sym.108,298.0,1.0,6.445273,Zn,3.33,1325.38,0.805919,262.412,0.10598,2.599533
DB0-m3_o22_o22_f0_nbo.sym.111,298.0,1.0,6.289712,Zn,2.75,4997.73,0.673146,866.189,0.27518,4.322413
DB5-hypotheticalMOF_5018316_2_1_0_19_16_1,338.0,0.26,4.756249,Zn,4.49,5191.76,0.825294,1051.07,0.11034,0.376055
DB5-hypotheticalMOF_28010_2_0_2_2_17_1,298.0,0.1,5.079741,Cu,3.57,1816.22,0.729089,434.429,0.25558,0.289485
DB0-m3_o6_o9_f0_nbo.sym.106,313.0,0.4,4.160719,Zn,2.16,22755.0,0.467055,4640.91,0.39132,0.940029
DB0-m3_o18_o1530_f0_fsc.sym.46,313.0,0.4,8.848486,Zn,2.27,1483.07,1.06315,175.282,0.05706,4.842086
DB0-m3_o25_o90_f0_fsc.sym.7,338.0,3.2,5.056976,Zn,3.57,1476.9,0.932079,232.154,0.1638,4.932678
DB1-Cu2N8-AZO_B-irmof7_B_No185,298.0,0.1,5.973466,Cu,2.7,1583.59,0.832288,249.535,0.20714,0.920572
DB0-m3_o22_o24_f0_nbo.sym.3,338.0,3.2,3.798309,Zn,3.51,5002.29,0.542296,902.586,0.40646,2.801149
DB0-m29_o89_o173_f0_pts.sym.152,338.0,3.2,3.687962,Fe,1.32,8491.14,0.374049,1722.82,0.48412,3.041001
DB0-m2_o17_o25_f0_pcu.sym.109,338.0,3.2,4.512776,Cu,1.92,3228.62,0.534895,699.773,0.33042,4.273428
DB0-m3_o3_o19_f0_pcu.sym.20,313.0,0.4,3.690973,Zn,2.13,4234.3,0.460956,814.443,0.4422,0.390257
DB0-m3_o6_o12_f0_pcu.sym.11,298.0,0.1,3.861896,Zn,4.0,2686.34,0.633291,576.037,0.3106,0.140574
DB0-m3_o1_o45_f0_fsc.sym.20,298.0,1.0,5.768242,Zn,4.0,999.526,1.08504,159.974,0.0852,3.407043
DB0-m2_o14_o25_f0_nbo.sym.84,313.0,0.4,3.630909,Cu,3.95,7443.53,0.417028,1433.67,0.49452,0.473392
DB0-m3_o24_o113_f0_fsc.sym.54,313.0,0.4,8.58612,Zn,3.7,736.625,1.45441,32.8152,0.01192,1.711263
DB0-m29_o88_o86_f0_pts.sym.61,298.0,0.1,5.330202,Fe,2.5,2390.22,0.737937,446.945,0.26492,0.500477
DB0-m2_o6_o22_f0_pcu.sym.87,338.0,0.26,3.704663,Cu,2.86,2509.22,0.478887,555.448,0.37548,0.222299
DB6-cuf_6792,313.0,0.4,5.189502,Cu,1.82,2949.91,0.582019,630.19,0.27996,1.018869
DB0-m2_o12_o28_f0_pcu.sym.4,338.0,0.26,4.626506,Cu,2.5,2281.13,0.622916,548.995,0.21032,0.45003
DB0-m2_o23_o26_f0_pcu.sym.103,313.0,16.0,4.866401,Cu,1.65,3979.29,0.416517,775.747,0.40468,24.631065
DB0-m9_o7_o23_f0_sra.sym.20,313.0,0.4,5.054809,V,2.63,3627.22,0.668818,577.527,0.24812,0.960566
DB0-m3_o7_o17_f0_nbo.sym.55,298.0,0.1,3.223057,Zn,2.13,37582.4,0.242729,4739.65,0.67202,0.172982
DB0-m2_o20_o29_f0_pcu.sym.8,313.0,0.4,3.809946,Cu,1.79,5187.96,0.373847,1015.88,0.48666,0.518447
DB6-cuf_4915,298.0,0.1,5.362453,Cu,2.38,2464.33,0.608945,600.028,0.22124,0.322296
DB5-hypotheticalMOF_5052865_3_2_1_27_18_2,313.0,0.4,6.934853,Zn,3.85,3827.52,1.02888,391.527,0.0261,2.453422
DB0-m2_o24_o27_f0_nbo.sym.105,338.0,0.26,3.857335,Cu,2.4,17335.5,0.553245,3333.86,0.37178,0.1902
DB1-Cu2O8N2-DPAC_A-fum_A_No282,298.0,1.0,6.373922,Cu,2.63,7176.12,0.418732,1337.13,0.44854,9.42369
DB0-m2_o6_o14_f0_pcu.sym.58,298.0,0.1,4.360663,Cu,2.44,2524.71,0.52208,655.259,0.2563,0.277883
DB0-m2_o5_o23_f0_nbo.sym.8,338.0,0.26,3.023063,Cu,5.26,10733.9,0.444929,2476.22,0.4497,0.145421
DB0-m2_o6_o12_f0_pcu.sym.117,298.0,1.0,4.329511,Cu,3.45,2557.85,0.467108,597.491,0.38022,1.887736
DB0-m3_o19_o25_f0_nbo.sym.138,298.0,0.1,4.047799,Zn,4.23,18250.1,0.351083,3326.94,0.54724,0.136369
DB12-AMILOY_clean,313.0,0.4,5.451354,Zn,2.94,9221.19,1.00746,1047.93,0.16258,2.217012
DB1-Zn2O8N2-ADC_A-irmof6_A_No242,338.0,3.2,4.337142,Zn,2.44,3249.0,0.508644,654.434,0.41338,3.502067
DB0-m9_o23_o25_f0_sra.sym.126,298.0,1.0,5.015784,V,2.9,3214.22,0.755705,526.157,0.14164,5.320592
DB0-m3_o11_o14_f0_nbo.sym.110,338.0,0.26,3.966794,Zn,5.26,5384.92,0.428364,1054.87,0.48828,0.205025
DB0-m3_o152_o159_f0_fsc.sym.30,338.0,0.26,5.841834,Zn,2.94,1493.5,0.942048,294.672,0.14156,0.983321
DB0-m15_o14_o78_f0_fsc,338.0,3.2,7.439043,Co,3.57,829.576,1.29771,108.963,0.0668,4.579323
DB5-hypotheticalMOF_4783_0_0_0_1_17_11,338.0,3.2,4.266401,Zn,4.55,3098.29,0.538206,690.26,0.34906,2.713161
DB5-hypotheticalMOF_5066160_1_1_2_15_15_6,298.0,1.0,5.858203,Cu,5.0,2451.91,0.784771,422.905,0.05138,4.489886
DB0-m2_o23_o27_f0_pcu.sym.30,298.0,1.0,3.6941,Cu,1.67,4433.21,0.588737,797.74,0.37256,0.917851
DB0-m29_o89_o51_f0_pts.sym.61,298.0,1.0,4.599644,Fe,2.41,2223.74,0.686489,505.237,0.16414,4.710106
DB0-m3_o3_o8_f0_pcu.sym.35,298.0,1.0,3.90334,Zn,1.59,6050.1,0.32931,1047.57,0.5348,1.996025
DB0-m2_o14_o15_f0_pcu.sym.10,338.0,0.26,7.673603,Cu,2.94,1103.44,1.13414,103.467,0.03516,1.48236
DB0-m3_o6_o22_f0_pcu.sym.43,313.0,0.4,4.204845,Zn,2.7,2605.83,0.499181,606.561,0.3173,0.96414
DB7-ddmof_6930,298.0,1.0,4.205532,Co,4.08,10014.9,0.694554,1867.39,0.30706,1.86436
DB0-m3_o7_o23_f0_pcu.sym.33,313.0,0.4,3.999451,Zn,1.82,4739.22,0.360783,872.653,0.50468,0.783667
DB0-m3_o9_o23_f0_nbo.sym.44,338.0,3.2,4.238647,Zn,2.82,7631.43,0.476546,1478.08,0.40784,3.98221
DB0-m2_o17_o24_f0_nbo.sym.14,298.0,1.0,3.814359,Cu,3.03,19056.4,0.375534,3213.62,0.53842,1.362774
DB0-m29_o84_o470_f0_pts.sym.52,313.0,0.4,6.697736,Fe,2.17,1813.96,0.868188,266.34,0.08268,3.728189
DB0-m3_o6_o7_f0_nbo.sym.60,338.0,0.26,3.815236,Zn,1.8,37054.3,0.251235,4960.7,0.62736,0.259311
DB0-m2_o17_o24_f0_nbo.sym.76,298.0,0.1,3.674351,Cu,2.97,18886.9,0.366265,3262.19,0.52262,0.168268
DB0-m2_o12_o17_f0_pcu.sym.87,298.0,1.0,6.714231,Cu,2.7,1461.08,0.946258,196.118,0.06062,3.521528
DB0-m3_o11_o17_f0_pcu.sym.35,338.0,3.2,6.39316,Zn,3.03,1669.01,0.701711,404.872,0.19534,6.694927
DB5-hypotheticalMOF_5073438_0_0_2_19_20_8,298.0,1.0,4.300871,Cu,1.92,3665.99,0.500938,828.531,0.34256,2.903466
DB0-m3_o146_o21_f0_fsc.sym.23,313.0,0.4,4.713173,Zn,2.86,2247.07,0.829995,494.202,0.1939,0.807717
DB0-m9_o2_o25_f0_sra.sym.19,338.0,3.2,7.113435,V,3.39,1969.09,1.09687,73.8265,0.00978,4.29301
DB0-m3_o14_o20_f0_nbo.sym.48,298.0,1.0,4.074766,Zn,3.9,13751.3,0.576046,2632.55,0.43388,1.574287
DB0-m3_o21_o25_f0_pcu.sym.144,313.0,16.0,5.263934,Zn,3.85,2917.91,0.40359,727.793,0.42112,27.381535
DB0-m29_o80_o450_f0_pts.sym.42,338.0,3.2,5.211053,Fe,2.25,2604.49,0.631424,593.284,0.238,5.743163
DB0-m3_o160_o1520_f0_fsc.sym.27,298.0,1.0,6.40455,Zn,3.12,1487.9,0.870807,296.832,0.20292,4.590613
DB0-m3_o16_o25_f0_pcu.sym.29,298.0,0.1,4.750902,Zn,2.35,2698.43,0.544903,619.351,0.31256,0.38196
DB0-m29_o81_o1500_f0_pts.sym.123,298.0,0.1,5.780189,Fe,2.08,3051.7,0.591151,648.934,0.29086,0.452564
DB0-m29_o80_o105_f0_pts.sym.4,313.0,16.0,6.188775,Fe,1.92,3823.87,0.511978,759.722,0.37544,26.739996
DB1-Zn2O8-irmof14_A-irmof16_A_No575,338.0,0.26,3.311568,Zn,2.78,17745.2,0.312669,3196.31,0.58164,0.206522
DB0-m3_o7_o14_f0_pcu.sym.105,338.0,0.26,4.976255,Zn,2.27,3259.04,0.460352,634.068,0.4041,0.472573
DB0-m29_o85_o470_f0_pts.sym.67,298.0,0.1,5.508635,Fe,2.7,2004.82,0.730728,397.306,0.2145,0.589572
DB5-hypotheticalMOF_5022458_2_0_0_23_19_6,313.0,16.0,3.421621,Zn,4.26,6218.79,0.345875,1228.97,0.53594,18.271885
DB0-m3_o18_o22_f0_pcu.sym.101,313.0,16.0,7.002189,Zn,1.94,2495.48,0.639916,498.327,0.2385,18.398667
DB0-m9_o2_o25_f0_sra.sym.12,313.0,16.0,9.604176,V,3.33,1970.65,1.12297,73.9268,0.01104,6.637144
